FactID,GeografiaID,EstudianteID,TiempoID,TotalPrompts,SessionLengthMin,NumeroSesiones,ConsumoAguaEstimado,FactorConsumoLitros
4635,20,18,217,5,14.66,1,2.5,0.5
4636,17,8,359,2,10.87,1,1.0,0.5
4637,8,17,83,4,18.17,1,2.0,0.5
4638,11,17,66,2,13.02,1,1.0,0.5
4639,5,5,57,1,0.63,1,0.5,0.5
4640,13,15,48,1,3.99,1,0.5,0.5
4641,5,19,18,3,10.28,1,1.5,0.5
4642,13,16,317,1,4.1,1,0.5,0.5
4643,6,4,46,13,38.66,1,6.5,0.5
4644,5,14,6,1,5.92,1,0.5,0.5
4645,9,4,72,27,63.06,1,13.5,0.5
4646,16,17,90,1,6.96,1,0.5,0.5
4647,2,15,69,9,21.87,1,4.5,0.5
4648,1,16,346,8,34.83,1,4.0,0.5
4649,8,19,1,1,3.86,1,0.5,0.5
4650,19,3,7,3,11.94,1,1.5,0.5
4651,11,3,25,2,9.53,1,1.0,0.5
4652,12,17,269,3,11.84,1,1.5,0.5
4653,12,15,203,1,4.19,1,0.5,0.5
4654,7,14,150,8,28.8,1,4.0,0.5
4655,13,9,180,1,3.78,1,0.5,0.5
4656,8,15,169,7,15.27,1,3.5,0.5
4657,9,18,148,11,37.54,1,5.5,0.5
4658,7,21,45,3,18.2,1,1.5,0.5
4659,15,4,18,1,3.25,1,0.5,0.5
4660,2,1,354,5,13.14,1,2.5,0.5
4661,20,18,12,10,23.3,1,5.0,0.5
4662,12,10,198,1,1.62,1,0.5,0.5
4663,1,5,327,8,42.91,1,4.0,0.5
4664,8,16,246,1,6.04,1,0.5,0.5
4665,5,18,232,5,12.04,1,2.5,0.5
4666,15,2,261,1,3.84,1,0.5,0.5
4667,1,18,338,3,8.86,1,1.5,0.5
4668,1,18,217,4,18.14,1,2.0,0.5
4669,10,18,358,6,16.23,1,3.0,0.5
4670,10,15,312,7,15.49,1,3.5,0.5
4671,15,17,263,8,20.39,1,4.0,0.5
4672,17,19,187,3,17.92,1,1.5,0.5
4673,6,3,278,5,19.13,1,2.5,0.5
4674,3,10,150,4,14.11,1,2.0,0.5
4675,13,5,48,13,44.21,1,6.5,0.5
4676,16,20,5,2,8.53,1,1.0,0.5
4677,8,20,213,2,10.36,1,1.0,0.5
4678,15,17,33,17,65.82,1,8.5,0.5
4679,17,20,318,19,43.7,1,9.5,0.5
4680,17,17,115,1,1.78,1,0.5,0.5
4681,13,12,74,1,6.36,1,0.5,0.5
4682,17,16,145,2,11.02,1,1.0,0.5
4683,6,15,150,6,30.57,1,3.0,0.5
4684,17,21,310,5,11.71,1,2.5,0.5
4685,16,15,37,12,47.03,1,6.0,0.5
4686,14,18,113,11,24.06,1,5.5,0.5
4687,13,18,24,19,42.31,1,9.5,0.5
4688,6,13,357,6,29.4,1,3.0,0.5
4689,3,21,282,9,25.69,1,4.5,0.5
4690,14,6,92,19,44.22,1,9.5,0.5
4691,14,17,349,1,5.91,1,0.5,0.5
4692,15,14,215,3,18.17,1,1.5,0.5
4693,8,15,113,1,3.49,1,0.5,0.5
4694,15,20,361,7,17.18,1,3.5,0.5
4695,13,2,125,6,17.51,1,3.0,0.5
4696,17,9,253,11,46.19,1,5.5,0.5
4697,3,15,95,6,16.38,1,3.0,0.5
4698,6,17,249,5,21.9,1,2.5,0.5
4699,5,16,34,1,6.15,1,0.5,0.5
4700,17,19,229,4,16.52,1,2.0,0.5
4701,2,14,199,1,1.98,1,0.5,0.5
4702,15,8,294,13,36.87,1,6.5,0.5
4703,5,8,19,3,11.31,1,1.5,0.5
4704,20,10,306,1,4.28,1,0.5,0.5
4705,6,4,188,10,37.26,1,5.0,0.5
4706,6,8,108,4,18.2,1,2.0,0.5
4707,18,15,164,1,0.81,1,0.5,0.5
4708,18,21,305,4,11.95,1,2.0,0.5
4709,4,9,292,4,13.03,1,2.0,0.5
4710,17,18,298,4,11.98,1,2.0,0.5
4711,14,4,333,1,0.3,1,0.5,0.5
4712,14,5,214,3,16.42,1,1.5,0.5
4713,13,2,250,3,16.7,1,1.5,0.5
4714,7,19,54,5,21.04,1,2.5,0.5
4715,12,18,76,3,12.84,1,1.5,0.5
4716,15,8,123,12,40.44,1,6.0,0.5
4717,19,17,121,13,63.78,1,6.5,0.5
4718,11,19,159,1,4.92,1,0.5,0.5
4719,15,4,337,5,18.46,1,2.5,0.5
4720,12,17,229,6,20.85,1,3.0,0.5
4721,3,1,123,11,31.38,1,5.5,0.5
4722,17,10,324,1,5.9,1,0.5,0.5
4723,3,19,263,8,33.08,1,4.0,0.5
4724,19,16,307,6,20.28,1,3.0,0.5
4725,20,16,38,3,15.52,1,1.5,0.5
4726,4,20,14,5,14.46,1,2.5,0.5
4727,3,21,2,11,33.24,1,5.5,0.5
4728,16,20,78,7,18.78,1,3.5,0.5
4729,12,12,285,5,24.03,1,2.5,0.5
4730,8,20,301,10,32.12,1,5.0,0.5
4731,17,13,7,4,11.42,1,2.0,0.5
4732,7,1,178,15,37.95,1,7.5,0.5
4733,11,2,325,3,15.07,1,1.5,0.5
4734,18,20,292,2,11.3,1,1.0,0.5
4735,1,1,158,9,21.88,1,4.5,0.5
4736,3,13,356,4,12.88,1,2.0,0.5
4737,4,3,71,1,6.6,1,0.5,0.5
4738,13,16,2,1,8.63,1,0.5,0.5
4739,6,15,144,3,15.31,1,1.5,0.5
4740,14,12,318,2,8.03,1,1.0,0.5
4741,5,8,317,1,5.56,1,0.5,0.5
4742,16,17,109,2,11.5,1,1.0,0.5
4743,15,7,128,9,24.67,1,4.5,0.5
4744,15,13,289,1,4.04,1,0.5,0.5
4745,4,20,229,5,24.6,1,2.5,0.5
4746,8,17,148,3,16.89,1,1.5,0.5
4747,16,12,170,1,3.6,1,0.5,0.5
4748,16,20,324,5,22.45,1,2.5,0.5
4749,4,2,29,18,53.65,1,9.0,0.5
4750,13,10,129,3,16.91,1,1.5,0.5
4751,13,11,8,1,5.33,1,0.5,0.5
4752,2,1,351,13,32.65,1,6.5,0.5
4753,3,2,268,24,50.52,1,12.0,0.5
4754,8,17,18,12,44.54,1,6.0,0.5
4755,15,17,170,8,28.91,1,4.0,0.5
4756,11,8,169,3,12.94,1,1.5,0.5
4757,9,15,349,3,8.96,1,1.5,0.5
4758,7,17,260,8,39.53,1,4.0,0.5
4759,13,17,152,4,18.62,1,2.0,0.5
4760,2,18,164,1,2.69,1,0.5,0.5
4761,8,4,105,2,10.35,1,1.0,0.5
4762,7,18,36,2,10.0,1,1.0,0.5
4763,12,8,29,4,14.49,1,2.0,0.5
4764,19,13,6,4,9.55,1,2.0,0.5
4765,7,16,352,3,14.04,1,1.5,0.5
4766,10,4,252,6,20.39,1,3.0,0.5
4767,16,20,153,2,8.32,1,1.0,0.5
4768,3,2,356,11,26.08,1,5.5,0.5
4769,10,19,145,4,13.34,1,2.0,0.5
4770,6,20,117,1,2.82,1,0.5,0.5
4771,18,20,337,5,24.85,1,2.5,0.5
4772,18,15,34,2,13.38,1,1.0,0.5
4773,5,17,276,5,27.3,1,2.5,0.5
4774,7,11,36,5,17.17,1,2.5,0.5
4775,2,16,274,5,25.03,1,2.5,0.5
4776,11,4,327,5,22.32,1,2.5,0.5
4777,13,13,347,2,12.11,1,1.0,0.5
4778,5,18,88,2,10.36,1,1.0,0.5
4779,6,16,110,4,23.03,1,2.0,0.5
4780,14,21,1,4,12.71,1,2.0,0.5
4781,12,21,314,6,30.87,1,3.0,0.5
4782,4,7,174,2,8.55,1,1.0,0.5
4783,6,7,211,1,4.54,1,0.5,0.5
4784,10,15,126,2,8.5,1,1.0,0.5
4785,18,5,40,5,19.2,1,2.5,0.5
4786,15,20,155,7,36.38,1,3.5,0.5
4787,8,16,239,8,26.07,1,4.0,0.5
4788,9,8,318,7,26.5,1,3.5,0.5
4789,5,3,359,1,1.35,1,0.5,0.5
4790,10,9,356,4,15.87,1,2.0,0.5
4791,20,9,230,2,11.01,1,1.0,0.5
4792,6,13,105,6,30.46,1,3.0,0.5
4793,16,2,300,4,19.04,1,2.0,0.5
4794,3,20,241,2,9.67,1,1.0,0.5
4795,10,15,183,7,36.19,1,3.5,0.5
4796,11,17,17,2,10.33,1,1.0,0.5
4797,11,16,204,1,7.5,1,0.5,0.5
4798,17,15,239,5,28.34,1,2.5,0.5
4799,4,17,6,13,32.51,1,6.5,0.5
4800,4,15,143,1,4.06,1,0.5,0.5
4801,17,19,301,1,4.39,1,0.5,0.5
4802,9,3,219,4,16.9,1,2.0,0.5
4803,19,12,296,19,40.68,1,9.5,0.5
4804,5,1,76,2,10.83,1,1.0,0.5
4805,6,6,167,2,12.0,1,1.0,0.5
4806,3,20,163,18,54.18,1,9.0,0.5
4807,1,18,213,1,3.49,1,0.5,0.5
4808,20,18,79,2,9.24,1,1.0,0.5
4809,16,17,115,9,19.47,1,4.5,0.5
4810,11,17,216,7,25.83,1,3.5,0.5
4811,13,19,55,4,20.81,1,2.0,0.5
4812,10,16,147,5,23.36,1,2.5,0.5
4813,3,17,208,1,0.47,1,0.5,0.5
4814,9,17,282,3,15.11,1,1.5,0.5
4815,12,13,221,1,6.64,1,0.5,0.5
4816,14,15,220,6,20.24,1,3.0,0.5
4817,1,18,242,1,3.1,1,0.5,0.5
4818,18,20,158,11,40.11,1,5.5,0.5
4819,17,3,62,8,22.58,1,4.0,0.5
4820,9,21,151,5,20.58,1,2.5,0.5
4821,9,15,236,6,26.26,1,3.0,0.5
4822,10,13,179,4,11.43,1,2.0,0.5
4823,19,4,305,3,13.73,1,1.5,0.5
4824,15,15,6,15,56.41,1,7.5,0.5
4825,5,14,206,12,45.21,1,6.0,0.5
4826,15,11,91,5,14.41,1,2.5,0.5
4827,20,3,210,10,39.28,1,5.0,0.5
4828,2,3,169,1,2.38,1,0.5,0.5
4829,13,7,217,2,7.47,1,1.0,0.5
4830,16,5,216,1,5.3,1,0.5,0.5
4831,15,18,202,9,26.48,1,4.5,0.5
4832,10,15,349,2,11.37,1,1.0,0.5
4833,14,17,247,8,22.67,1,4.0,0.5
4834,10,20,220,9,33.73,1,4.5,0.5
4835,14,1,46,2,5.86,1,1.0,0.5
4836,9,17,184,3,13.01,1,1.5,0.5
4837,14,20,206,3,12.2,1,1.5,0.5
4838,3,12,265,1,4.24,1,0.5,0.5
4839,20,19,257,4,9.62,1,2.0,0.5
4840,16,11,249,7,23.66,1,3.5,0.5
4841,2,18,189,7,22.22,1,3.5,0.5
4842,10,9,304,2,6.04,1,1.0,0.5
4843,3,17,239,1,2.53,1,0.5,0.5
4844,11,20,29,17,73.23,1,8.5,0.5
4845,11,17,142,7,27.53,1,3.5,0.5
4846,13,18,12,1,3.21,1,0.5,0.5
4847,7,13,145,1,6.59,1,0.5,0.5
4848,17,21,312,3,15.07,1,1.5,0.5
4849,2,9,230,2,5.77,1,1.0,0.5
4850,12,10,167,3,13.1,1,1.5,0.5
4851,10,21,71,13,35.39,1,6.5,0.5
4852,18,5,141,3,17.66,1,1.5,0.5
4853,11,16,177,8,39.63,1,4.0,0.5
4854,16,18,328,4,17.6,1,2.0,0.5
4855,17,13,31,15,39.99,1,7.5,0.5
4856,19,16,222,21,43.55,1,10.5,0.5
4857,18,19,177,10,23.28,1,5.0,0.5
4858,3,7,349,12,34.98,1,6.0,0.5
4859,16,7,147,13,33.28,1,6.5,0.5
4860,6,20,10,1,8.62,1,0.5,0.5
4861,12,19,270,6,15.57,1,3.0,0.5
4862,11,16,231,18,42.92,1,9.0,0.5
4863,15,5,92,4,22.34,1,2.0,0.5
4864,15,20,50,2,12.13,1,1.0,0.5
4865,16,19,9,6,25.34,1,3.0,0.5
4866,10,6,34,2,9.01,1,1.0,0.5
4867,12,20,52,2,13.59,1,1.0,0.5
4868,13,11,168,2,6.24,1,1.0,0.5
4869,4,19,343,7,37.05,1,3.5,0.5
4870,7,17,273,10,44.14,1,5.0,0.5
4871,2,17,297,4,20.27,1,2.0,0.5
4872,15,20,140,5,20.09,1,2.5,0.5
4873,8,19,177,13,53.12,1,6.5,0.5
4874,7,15,330,1,5.96,1,0.5,0.5
4875,15,6,246,5,19.18,1,2.5,0.5
4876,14,15,203,1,7.13,1,0.5,0.5
4877,8,6,225,14,69.07,1,7.0,0.5
4878,12,12,218,12,56.31,1,6.0,0.5
4879,13,20,323,2,13.18,1,1.0,0.5
4880,11,4,339,1,6.52,1,0.5,0.5
4881,17,7,73,6,19.1,1,3.0,0.5
4882,17,16,148,1,4.08,1,0.5,0.5
4883,4,3,6,12,59.92,1,6.0,0.5
4884,8,3,118,9,28.37,1,4.5,0.5
4885,5,16,31,4,13.04,1,2.0,0.5
4886,16,5,215,17,45.94,1,8.5,0.5
4887,4,18,332,5,23.48,1,2.5,0.5
4888,15,6,3,1,7.4,1,0.5,0.5
4889,12,10,296,10,25.75,1,5.0,0.5
4890,5,3,349,18,36.97,1,9.0,0.5
4891,16,17,223,7,23.5,1,3.5,0.5
4892,14,20,144,4,11.06,1,2.0,0.5
4893,10,18,363,1,0.88,1,0.5,0.5
4894,7,19,55,3,15.34,1,1.5,0.5
4895,13,17,366,10,38.66,1,5.0,0.5
4896,20,12,29,3,8.63,1,1.5,0.5
4897,5,18,305,11,31.87,1,5.5,0.5
4898,3,1,180,7,29.65,1,3.5,0.5
4899,15,13,141,8,28.65,1,4.0,0.5
4900,4,17,131,3,12.29,1,1.5,0.5
4901,15,13,199,9,40.14,1,4.5,0.5
4902,14,3,123,2,8.07,1,1.0,0.5
4903,20,19,46,8,35.93,1,4.0,0.5
4904,19,19,179,5,24.45,1,2.5,0.5
4905,13,18,189,1,2.15,1,0.5,0.5
4906,10,15,178,22,65.62,1,11.0,0.5
4907,5,15,113,6,24.57,1,3.0,0.5
4908,20,18,275,1,5.63,1,0.5,0.5
4909,20,18,36,4,22.78,1,2.0,0.5
4910,6,17,261,2,6.75,1,1.0,0.5
4911,4,13,291,14,44.86,1,7.0,0.5
4912,2,19,54,6,24.02,1,3.0,0.5
4913,16,17,190,10,33.16,1,5.0,0.5
4914,18,19,116,3,13.08,1,1.5,0.5
4915,5,18,150,5,14.89,1,2.5,0.5
4916,4,2,234,1,2.54,1,0.5,0.5
4917,13,14,72,3,9.48,1,1.5,0.5
4918,19,19,305,7,14.89,1,3.5,0.5
4919,2,15,29,4,17.62,1,2.0,0.5
4920,13,4,38,1,4.38,1,0.5,0.5
4921,11,13,211,2,6.94,1,1.0,0.5
4922,4,15,262,1,4.4,1,0.5,0.5
4923,20,12,310,5,16.5,1,2.5,0.5
4924,20,20,325,5,17.28,1,2.5,0.5
4925,15,9,251,2,7.52,1,1.0,0.5
4926,4,3,215,1,1.45,1,0.5,0.5
4927,9,15,57,2,6.83,1,1.0,0.5
4928,7,3,109,4,13.65,1,2.0,0.5
4929,19,19,36,7,17.84,1,3.5,0.5
4930,19,1,237,10,22.81,1,5.0,0.5
4931,6,7,277,9,39.62,1,4.5,0.5
4932,6,7,230,1,7.08,1,0.5,0.5
4933,20,1,157,18,41.49,1,9.0,0.5
4934,15,6,366,3,8.37,1,1.5,0.5
4935,15,17,54,5,21.01,1,2.5,0.5
4936,20,15,170,3,15.32,1,1.5,0.5
4937,9,16,104,3,16.71,1,1.5,0.5
4938,4,6,69,5,13.31,1,2.5,0.5
4939,18,6,64,14,39.46,1,7.0,0.5
4940,18,15,55,3,14.31,1,1.5,0.5
4941,5,1,235,1,7.24,1,0.5,0.5
4942,20,13,186,9,37.24,1,4.5,0.5
4943,11,20,130,1,1.9,1,0.5,0.5
4944,5,17,199,4,17.46,1,2.0,0.5
4945,4,2,229,1,2.89,1,0.5,0.5
4946,12,12,29,4,16.02,1,2.0,0.5
4947,2,19,175,3,11.09,1,1.5,0.5
4948,13,13,21,3,7.72,1,1.5,0.5
4949,10,7,316,4,13.73,1,2.0,0.5
4950,9,17,275,3,15.49,1,1.5,0.5
4951,10,17,343,5,19.93,1,2.5,0.5
4952,7,7,355,4,10.81,1,2.0,0.5
4953,4,18,344,5,25.41,1,2.5,0.5
4954,19,20,103,1,0.7,1,0.5,0.5
4955,10,3,281,8,39.66,1,4.0,0.5
4956,3,20,285,8,33.17,1,4.0,0.5
4957,19,4,143,15,43.81,1,7.5,0.5
4958,2,2,104,1,4.93,1,0.5,0.5
4959,20,18,356,13,49.3,1,6.5,0.5
4960,10,3,52,10,32.36,1,5.0,0.5
4961,2,16,41,5,12.1,1,2.5,0.5
4962,2,4,320,6,30.27,1,3.0,0.5
4963,17,17,215,7,35.34,1,3.5,0.5
4964,16,16,135,13,31.14,1,6.5,0.5
4965,16,21,265,20,68.83,1,10.0,0.5
4966,14,18,115,11,46.29,1,5.5,0.5
4967,7,8,145,4,16.22,1,2.0,0.5
4968,11,2,189,1,2.69,1,0.5,0.5
4969,1,13,324,6,30.97,1,3.0,0.5
4970,11,15,325,1,6.17,1,0.5,0.5
4971,4,19,18,6,23.32,1,3.0,0.5
4972,7,14,124,8,39.35,1,4.0,0.5
4973,15,18,169,4,22.61,1,2.0,0.5
4974,18,20,303,2,12.24,1,1.0,0.5
4975,12,4,197,6,15.68,1,3.0,0.5
4976,17,4,50,1,5.84,1,0.5,0.5
4977,1,11,2,3,14.78,1,1.5,0.5
4978,11,2,329,10,33.3,1,5.0,0.5
4979,1,10,225,4,12.29,1,2.0,0.5
4980,15,21,55,7,18.34,1,3.5,0.5
4981,10,16,50,4,19.81,1,2.0,0.5
4982,7,2,328,6,26.35,1,3.0,0.5
4983,2,20,338,3,18.37,1,1.5,0.5
4984,10,20,143,1,9.32,1,0.5,0.5
4985,4,11,193,18,52.54,1,9.0,0.5
4986,12,7,323,7,33.35,1,3.5,0.5
4987,19,20,1,7,17.09,1,3.5,0.5
4988,11,1,276,1,2.47,1,0.5,0.5
4989,8,17,224,3,8.58,1,1.5,0.5
4990,18,18,8,6,27.22,1,3.0,0.5
4991,11,19,365,11,26.44,1,5.5,0.5
4992,11,5,286,8,33.49,1,4.0,0.5
4993,13,14,20,3,9.5,1,1.5,0.5
4994,3,19,25,5,21.55,1,2.5,0.5
4995,12,21,246,1,7.34,1,0.5,0.5
4996,3,8,156,1,5.03,1,0.5,0.5
4997,10,16,86,13,47.08,1,6.5,0.5
4998,17,18,360,1,6.51,1,0.5,0.5
4999,2,15,274,4,11.93,1,2.0,0.5
5000,17,11,349,3,8.04,1,1.5,0.5
5001,16,17,133,38,98.96,1,19.0,0.5
5002,2,20,160,5,14.33,1,2.5,0.5
5003,20,9,107,5,23.38,1,2.5,0.5
5004,6,12,21,2,5.92,1,1.0,0.5
5005,10,19,179,1,2.9,1,0.5,0.5
5006,10,5,67,1,4.51,1,0.5,0.5
5007,8,17,83,3,15.82,1,1.5,0.5
5008,1,13,322,1,2.38,1,0.5,0.5
5009,13,9,53,2,8.97,1,1.0,0.5
5010,9,16,109,8,22.04,1,4.0,0.5
5011,10,18,330,14,33.61,1,7.0,0.5
5012,15,7,336,2,7.79,1,1.0,0.5
5013,5,15,183,9,38.73,1,4.5,0.5
5014,16,21,69,14,30.29,1,7.0,0.5
5015,13,19,196,6,23.5,1,3.0,0.5
5016,20,14,64,2,12.67,1,1.0,0.5
5017,18,15,358,3,14.43,1,1.5,0.5
5018,11,15,218,4,21.92,1,2.0,0.5
5019,9,21,238,6,16.57,1,3.0,0.5
5020,16,15,128,3,12.4,1,1.5,0.5
5021,2,16,345,8,20.02,1,4.0,0.5
5022,2,7,281,8,20.1,1,4.0,0.5
5023,12,8,344,2,8.6,1,1.0,0.5
5024,8,9,306,3,8.01,1,1.5,0.5
5025,9,20,109,3,15.28,1,1.5,0.5
5026,12,17,2,6,19.84,1,3.0,0.5
5027,9,12,23,10,38.31,1,5.0,0.5
5028,10,17,35,3,14.92,1,1.5,0.5
5029,2,13,189,6,24.75,1,3.0,0.5
5030,16,13,203,7,26.06,1,3.5,0.5
5031,20,3,254,15,56.03,1,7.5,0.5
5032,7,1,355,1,3.96,1,0.5,0.5
5033,2,17,318,3,11.81,1,1.5,0.5
5034,1,1,201,6,15.28,1,3.0,0.5
5035,19,17,71,2,13.69,1,1.0,0.5
5036,4,18,63,8,39.53,1,4.0,0.5
5037,2,16,268,7,28.44,1,3.5,0.5
5038,14,18,102,6,28.01,1,3.0,0.5
5039,2,12,279,2,9.56,1,1.0,0.5
5040,15,2,176,11,34.91,1,5.5,0.5
5041,12,19,94,1,6.73,1,0.5,0.5
5042,5,15,35,32,65.99,1,16.0,0.5
5043,20,14,53,4,13.44,1,2.0,0.5
5044,7,11,163,2,9.86,1,1.0,0.5
5045,10,8,29,10,32.48,1,5.0,0.5
5046,14,20,152,4,18.14,1,2.0,0.5
5047,14,7,366,4,10.24,1,2.0,0.5
5048,5,19,363,2,7.97,1,1.0,0.5
5049,18,4,211,4,20.02,1,2.0,0.5
5050,14,21,359,8,24.83,1,4.0,0.5
5051,2,17,362,9,31.86,1,4.5,0.5
5052,12,18,309,5,25.86,1,2.5,0.5
5053,6,7,300,1,7.94,1,0.5,0.5
5054,4,4,145,5,23.92,1,2.5,0.5
5055,13,18,3,8,35.06,1,4.0,0.5
5056,4,13,187,3,12.94,1,1.5,0.5
5057,14,15,26,2,7.52,1,1.0,0.5
5058,16,3,23,1,4.43,1,0.5,0.5
5059,4,19,306,5,13.98,1,2.5,0.5
5060,1,8,137,1,2.38,1,0.5,0.5
5061,13,15,219,5,22.86,1,2.5,0.5
5062,4,21,250,2,12.04,1,1.0,0.5
5063,20,17,272,3,6.55,1,1.5,0.5
5064,18,3,293,3,10.5,1,1.5,0.5
5065,6,5,23,1,3.77,1,0.5,0.5
5066,3,17,36,18,40.28,1,9.0,0.5
5067,13,15,46,8,33.73,1,4.0,0.5
5068,16,21,224,3,13.92,1,1.5,0.5
5069,5,10,145,4,11.95,1,2.0,0.5
5070,4,18,1,4,11.15,1,2.0,0.5
5071,8,14,238,6,18.13,1,3.0,0.5
5072,19,8,70,7,25.19,1,3.5,0.5
5073,14,12,328,9,34.76,1,4.5,0.5
5074,7,16,181,3,12.62,1,1.5,0.5
5075,14,1,345,4,14.29,1,2.0,0.5
5076,6,12,314,2,5.49,1,1.0,0.5
5077,12,3,43,22,49.05,1,11.0,0.5
5078,16,1,318,7,24.09,1,3.5,0.5
5079,17,7,256,17,62.72,1,8.5,0.5
5080,13,18,34,1,7.63,1,0.5,0.5
5081,14,15,123,8,25.3,1,4.0,0.5
5082,7,21,73,16,49.3,1,8.0,0.5
5083,14,8,166,1,2.67,1,0.5,0.5
5084,15,6,32,21,48.18,1,10.5,0.5
5085,12,17,291,6,17.23,1,3.0,0.5
5086,17,15,342,10,47.23,1,5.0,0.5
5087,9,7,17,9,43.32,1,4.5,0.5
5088,15,14,289,4,20.39,1,2.0,0.5
5089,12,19,141,1,4.14,1,0.5,0.5
5090,2,6,89,1,4.03,1,0.5,0.5
5091,5,16,318,6,22.89,1,3.0,0.5
5092,13,4,335,2,12.35,1,1.0,0.5
5093,20,15,309,2,13.2,1,1.0,0.5
5094,8,15,172,10,30.91,1,5.0,0.5
5095,14,20,21,5,18.0,1,2.5,0.5
5096,15,8,319,4,9.06,1,2.0,0.5
5097,11,21,222,1,5.48,1,0.5,0.5
5098,1,15,53,2,5.3,1,1.0,0.5
5099,3,20,78,3,8.51,1,1.5,0.5
5100,17,16,18,8,20.46,1,4.0,0.5
5101,19,5,13,4,21.62,1,2.0,0.5
5102,14,19,180,10,43.6,1,5.0,0.5
5103,8,15,28,3,17.21,1,1.5,0.5
5104,13,6,315,1,7.14,1,0.5,0.5
5105,20,19,168,3,10.1,1,1.5,0.5
5106,3,15,231,10,21.9,1,5.0,0.5
5107,5,18,122,12,49.88,1,6.0,0.5
5108,9,20,265,15,34.92,1,7.5,0.5
5109,6,19,6,3,13.05,1,1.5,0.5
5110,2,20,2,4,12.14,1,2.0,0.5
5111,13,18,188,3,17.48,1,1.5,0.5
5112,5,20,100,4,20.41,1,2.0,0.5
5113,8,11,352,1,6.96,1,0.5,0.5
5114,1,4,273,2,8.51,1,1.0,0.5
5115,20,7,323,1,3.18,1,0.5,0.5
5116,12,15,254,8,43.14,1,4.0,0.5
5117,11,5,34,25,76.32,1,12.5,0.5
5118,7,16,341,9,29.89,1,4.5,0.5
5119,15,4,196,4,20.25,1,2.0,0.5
5120,11,10,223,2,8.14,1,1.0,0.5
5121,16,2,305,6,20.52,1,3.0,0.5
5122,3,16,122,4,17.78,1,2.0,0.5
5123,20,10,219,1,6.61,1,0.5,0.5
5124,14,11,277,15,38.66,1,7.5,0.5
5125,3,16,128,3,10.41,1,1.5,0.5
5126,1,19,272,1,6.83,1,0.5,0.5
5127,15,16,114,2,7.85,1,1.0,0.5
5128,1,16,89,4,16.66,1,2.0,0.5
5129,17,16,315,2,7.24,1,1.0,0.5
5130,2,16,251,1,3.86,1,0.5,0.5
5131,20,6,55,6,19.38,1,3.0,0.5
5132,6,19,310,2,9.91,1,1.0,0.5
5133,8,19,221,7,26.61,1,3.5,0.5
5134,16,18,203,3,13.43,1,1.5,0.5
5135,19,10,182,4,22.46,1,2.0,0.5
5136,1,20,161,2,10.9,1,1.0,0.5
5137,3,21,231,11,31.78,1,5.5,0.5
5138,3,18,216,3,15.42,1,1.5,0.5
5139,5,3,223,16,34.58,1,8.0,0.5
5140,12,17,83,3,14.98,1,1.5,0.5
5141,12,6,337,4,10.75,1,2.0,0.5
5142,20,21,334,2,6.69,1,1.0,0.5
5143,13,15,161,6,14.23,1,3.0,0.5
5144,20,21,134,3,14.37,1,1.5,0.5
5145,9,1,52,2,9.84,1,1.0,0.5
5146,7,3,232,2,8.84,1,1.0,0.5
5147,4,21,100,5,28.94,1,2.5,0.5
5148,19,11,109,4,15.85,1,2.0,0.5
5149,19,15,184,5,15.48,1,2.5,0.5
5150,6,17,298,1,3.75,1,0.5,0.5
5151,13,2,45,8,23.07,1,4.0,0.5
5152,11,8,161,7,19.21,1,3.5,0.5
5153,13,18,325,10,24.36,1,5.0,0.5
5154,13,19,285,2,7.11,1,1.0,0.5
5155,20,15,35,6,27.47,1,3.0,0.5
5156,15,21,243,15,47.17,1,7.5,0.5
5157,13,18,308,7,27.4,1,3.5,0.5
5158,11,18,280,1,1.88,1,0.5,0.5
5159,19,10,200,2,10.72,1,1.0,0.5
5160,8,13,360,9,24.39,1,4.5,0.5
5161,20,21,55,5,18.6,1,2.5,0.5
5162,8,15,185,6,27.74,1,3.0,0.5
5163,10,21,79,2,10.96,1,1.0,0.5
5164,16,21,313,13,51.56,1,6.5,0.5
5165,19,12,121,15,58.2,1,7.5,0.5
5166,11,21,315,3,14.95,1,1.5,0.5
5167,13,9,210,7,21.78,1,3.5,0.5
5168,9,15,33,11,24.74,1,5.5,0.5
5169,20,6,83,2,9.69,1,1.0,0.5
5170,19,21,351,5,14.29,1,2.5,0.5
5171,16,13,300,4,17.29,1,2.0,0.5
5172,7,18,282,2,6.71,1,1.0,0.5
5173,19,7,301,9,25.67,1,4.5,0.5
5174,12,20,28,6,14.18,1,3.0,0.5
5175,15,15,14,3,11.91,1,1.5,0.5
5176,14,11,101,13,55.06,1,6.5,0.5
5177,11,12,130,11,25.6,1,5.5,0.5
5178,10,17,18,1,4.52,1,0.5,0.5
5179,11,3,60,7,29.11,1,3.5,0.5
5180,6,15,137,5,24.12,1,2.5,0.5
5181,2,18,301,6,12.69,1,3.0,0.5
5182,11,16,219,7,31.93,1,3.5,0.5
5183,19,17,258,2,5.82,1,1.0,0.5
5184,6,17,238,5,18.73,1,2.5,0.5
5185,14,15,157,2,9.05,1,1.0,0.5
5186,20,16,87,2,8.06,1,1.0,0.5
5187,6,4,266,11,31.49,1,5.5,0.5
5188,17,17,72,3,8.91,1,1.5,0.5
5189,10,11,27,3,15.87,1,1.5,0.5
5190,1,12,182,1,1.26,1,0.5,0.5
5191,3,21,347,8,38.19,1,4.0,0.5
